PWSID,HAA9.Max.LAA_ppb,HAA9.Max.LAA_CAT,STG2_MCL,AdvTreat,Chloramines,Br_ppb,TOC_ppm,Impaired.Source
TX0140005,41.98075,0.872199992,No Violation,FALSE,TRUE,173,3.665,TRUE
TX0140006,41.85725,0.469639492,No Violation,FALSE,TRUE,,,
TX0140023,37.075,0.461010241,No Violation,FALSE,TRUE,,,
TX0140107,43.5375,0.365765227,No Violation,FALSE,TRUE,,,
TX0150009,2.11,0.0180138,No Violation,FALSE,FALSE,44.21428571,0,FALSE
TX0150018,22.40333333,0.441910717,No Violation,TRUE,FALSE,,,
TX0150039,0,0,No Violation,FALSE,FALSE,51.41666667,0,FALSE
TX0150040,4.69,0.032595101,No Violation,FALSE,FALSE,184.5375,0,FALSE
TX0150047,12.8095,0.620567625,No Violation,FALSE,FALSE,47.69285714,0,FALSE
TX0150068,10.191,0.442860596,No Violation,FALSE,FALSE,82.375,0,FALSE
TX0150084,29.705,1.789427867,No Violation,FALSE,FALSE,,,
TX0150114,1.966,0.013032846,No Violation,FALSE,FALSE,52.3875,0,FALSE
TX0150116,1.765,0.014394383,No Violation,FALSE,FALSE,76.16666667,0,FALSE
TX0150138,8.2075,0.592708091,No Violation,FALSE,FALSE,,,
TX0150178,3.6685,0.032845932,No Violation,FALSE,FALSE,97.2,0,FALSE
TX0150190,5.775,0.221461596,No Violation,FALSE,FALSE,103.5,0,FALSE
TX0190003,23.2675,0.053059082,No Violation,FALSE,TRUE,,,
TX0190004,40.20625,0.080596153,No Violation,FALSE,TRUE,33.7,7.1825,FALSE
TX0200001,11.6445,0.458928292,No Violation,FALSE,FALSE,115.6,0,FALSE
TX0200002,20.52225,0.328030112,No Violation,FALSE,TRUE,,,
TX0200004,54.3485,1.077559889,No Violation,,,,,
TX0200005,25.13875,0.276133738,No Violation,,,,,
TX0200006,23.5755,0.636291195,No Violation,,,,,
TX0200008,39.8545,0.369881713,No Violation,FALSE,TRUE,,,
TX0200009,0.45,0.003790272,No Violation,TRUE,FALSE,500,0,FALSE
TX0200035,22.43,0.494194332,No Violation,FALSE,TRUE,,,
TX0200390,0.605,0.004663717,No Violation,FALSE,FALSE,55.75,0,FALSE
TX0200615,0,0,No Violation,FALSE,FALSE,76,0,FALSE
TX0210001,11.7095,0.437041653,No Violation,FALSE,FALSE,134.5,0,FALSE
TX0210002,11.294,0.084826819,No Violation,FALSE,FALSE,101.75,0,FALSE
TX0210005,18.125,0.629427269,No Violation,FALSE,FALSE,214.5,0.295,FALSE
TX0210016,79.1975,1.135456904,No Violation,FALSE,TRUE,169.125,8.5325,TRUE
TX0210017,28.928,0.876218916,No Violation,FALSE,FALSE,105.1,0,FALSE
TX0250002,34.849,0.759577192,No Violation,FALSE,TRUE,,,
TX0280001,31.22925,0.557274703,No Violation,FALSE,TRUE,,,
TX0290002,66.758,1.396091108,Violation,,TRUE,,,
TX0290007,65.9175,1.431474608,No Violation,FALSE,TRUE,,,
TX0310001,37.9175,2.761542209,No Violation,FALSE,TRUE,448.625,3.95875,TRUE
TX0310002,27.86,0.556192145,No Violation,FALSE,TRUE,432.375,4.45375,TRUE
TX0310005,33.96275,1.189204312,No Violation,FALSE,TRUE,685,4.555,TRUE
TX0310007,40.3525,1.167998384,No Violation,FALSE,TRUE,391.5,7.95,TRUE
TX0310022,21.9225,0.480956283,No Violation,FALSE,TRUE,,,
TX0310096,64.4,3.785843628,No Violation,FALSE,TRUE,632,4.815,TRUE
TX0320001,9.88,0.100701335,No Violation,FALSE,TRUE,,,
TX0320002,31.6795,0.727171741,No Violation,FALSE,FALSE,139.4731707,0.319756098,FALSE
TX0370002,51.56,0.397593539,No Violation,FALSE,FALSE,77.06666667,4.296666667,FALSE
TX0370053,21.055,0.248131239,No Violation,FALSE,FALSE,72,1,FALSE
TX0430005,30.308,0.763206685,No Violation,FALSE,TRUE,,,
TX0430007,35.45,1.179605928,No Violation,FALSE,TRUE,,,
TX0430009,39.45975,0.737607017,No Violation,FALSE,TRUE,,,
TX0430011,32.262,0.671719383,No Violation,,,,,
TX0430025,46.3255,1.142097374,No Violation,FALSE,TRUE,,,
TX0430027,46.0005,1.157824226,No Violation,FALSE,FALSE,,,
TX0430033,27.6915,0.556565916,No Violation,FALSE,TRUE,,,
TX0430037,32.2925,2.368850362,No Violation,FALSE,TRUE,,,
TX0430039,35.56025,0.749990181,No Violation,FALSE,TRUE,,,
TX0430042,31.931,0.776194079,No Violation,FALSE,FALSE,,,
TX0440001,1.94,0.016509445,No Violation,FALSE,FALSE,145,0,FALSE
TX0460001,41.319,0.80738113,No Violation,FALSE,TRUE,77.425,1.9075,FALSE
TX0460019,35.2,1.210353807,No Violation,FALSE,FALSE,110.3333333,1.925,FALSE
TX0460027,3.04,0.245387881,No Violation,FALSE,FALSE,78,0,FALSE
TX0460172,20.315,0.573735587,No Violation,FALSE,FALSE,118.25,1.8425,FALSE
TX0460211,12.2875,0.259643091,No Violation,FALSE,FALSE,86.75,0.325,FALSE
TX0460220,3.435,0.026951386,No Violation,FALSE,FALSE,72,0,FALSE
TX0490001,45.070375,0.607952992,No Violation,FALSE,FALSE,56.2285,3.68925,FALSE
TX0490045,0.685,0.002389228,No Violation,FALSE,FALSE,47,0,FALSE
TX0500001,30.945,1.691125819,No Violation,FALSE,TRUE,,,
TX0560002,0.325,0.00467473,No Violation,FALSE,FALSE,117.25,0,FALSE
TX0570004,16.55075,0.341331498,No Violation,FALSE,TRUE,97.24166667,4.690833333,FALSE
TX0570006,12.6375,0.151584819,No Violation,,,,,
TX0570007,16.1025,1.346131562,No Violation,FALSE,TRUE,,,
TX0570010,39.87875,0.759332996,No Violation,FALSE,TRUE,,,
TX0570013,9.436,0.137097172,No Violation,FALSE,TRUE,,,
TX0570014,30.314,0.675175735,No Violation,FALSE,TRUE,,,
TX0570015,41.14025,0.754527379,No Violation,FALSE,TRUE,,,
TX0570016,11.5525,0.163295263,No Violation,,,,,
TX0570031,11.6415,0.286540832,No Violation,,,,,
TX0570032,10.8835,0.202934866,No Violation,FALSE,FALSE,,,
TX0570034,24.36,0.660997493,No Violation,FALSE,TRUE,,,
TX0570036,18.91575,0.459300747,No Violation,FALSE,TRUE,,,
TX0570040,25.72175,0.217031485,No Violation,FALSE,TRUE,,,
TX0570044,13.0475,0.286018642,No Violation,FALSE,TRUE,,,
TX0570047,16.89025,0.187264687,No Violation,FALSE,TRUE,,,
TX0570048,35.3605,0.930251385,No Violation,FALSE,TRUE,,,
TX0570050,28.781,0.455016798,No Violation,FALSE,TRUE,,,
TX0570056,45.49125,0.898452818,No Violation,FALSE,TRUE,,,
TX0570057,33.8075,0.31731412,No Violation,FALSE,TRUE,,,
TX0570061,14.09075,0.124403604,No Violation,FALSE,TRUE,,,
TX0570085,15.107,0.352393954,No Violation,,,,,
TX0570136,31.1875,0.226116963,No Violation,FALSE,TRUE,,,
TX0590001,1.37,0.140914159,No Violation,,,195.0555556,0,FALSE
TX0610002,8.7235,0.320463149,No Violation,FALSE,TRUE,83.9,4.41,FALSE
TX0610004,37.344,0.307346403,No Violation,FALSE,TRUE,94.675,4.3925,FALSE
TX0610005,2.05,0.011899363,No Violation,FALSE,FALSE,296.1666667,0,FALSE
TX0610023,14.17666667,0.359791786,No Violation,FALSE,TRUE,,,
TX0610029,12.215,0.375374743,No Violation,FALSE,TRUE,,,
TX0610035,30.721,0.808244023,No Violation,FALSE,TRUE,,,
TX0610036,14.4755,0.315043098,No Violation,FALSE,TRUE,,,
TX0610065,13.502,0.25525074,No Violation,FALSE,TRUE,,,
TX0610080,12.272,0.293444147,No Violation,FALSE,TRUE,,,
TX0610081,38.50925,0.567108576,No Violation,FALSE,TRUE,,,
TX0680002,48.05725,1.258275414,No Violation,FALSE,TRUE,720.75,4.7425,TRUE
TX0700001,24.803,0.45705823,No Violation,FALSE,TRUE,121.65,4.4175,TRUE
TX0700005,64.93475,0.9313264,No Violation,FALSE,TRUE,104.0454545,4.738181818,TRUE
TX0700008,75.6375,0.846827172,No Violation,FALSE,TRUE,70.23333333,4.6925,FALSE
TX0700028,9.595,0.566249136,No Violation,FALSE,FALSE,2100,0,FALSE
TX0700031,19.88,1.673727797,No Violation,FALSE,TRUE,,,
TX0700033,41.174,0.538862926,No Violation,FALSE,TRUE,,,
TX0700034,40.2945,1.048202964,No Violation,FALSE,TRUE,,,
TX0700042,56.8,0.536377208,No Violation,FALSE,TRUE,,,
TX0710002,33.75,1.036418062,No Violation,FALSE,FALSE,128.5,3.64,TRUE
TX0710005,3.1175,0.392198651,No Violation,FALSE,FALSE,682,0,FALSE
TX0710018,26.385,0.819755186,Violation,,FALSE,195,1.45,FALSE
TX0710020,5.3055,0.192895745,No Violation,FALSE,FALSE,98.3,0,FALSE
TX0710078,0.21,0.001768794,No Violation,FALSE,FALSE,178.3333333,0.166666667,FALSE
TX0710154,26.89825,0.587598333,No Violation,FALSE,FALSE,,,
TX0710187,1.62375,0.011297814,No Violation,FALSE,FALSE,,,
TX0720001,49.315,1.611138106,No Violation,FALSE,TRUE,,,
TX0720002,9.5345,0.316330322,No Violation,FALSE,FALSE,78.375,0,FALSE
TX0740001,30.1185,0.258385447,No Violation,FALSE,FALSE,,,
TX0750009,24.9,0.890232841,No Violation,FALSE,FALSE,380,1,FALSE
TX0790003,20.5725,0.507035922,No Violation,FALSE,TRUE,,,
TX0790004,6.504,0.108130088,No Violation,FALSE,TRUE,131.35,4.8625,TRUE
TX0790005,10.766,0.303748157,No Violation,TRUE,TRUE,221.75,4.805,TRUE
TX0790023,27.49425,0.692751834,No Violation,FALSE,TRUE,206,4.653333333,TRUE
TX0790025,0,0,No Violation,FALSE,FALSE,220,0,FALSE
TX0790028,2.045,0.140850327,No Violation,FALSE,FALSE,58.2625,0.77625,FALSE
TX0790038,49.005,0.618471982,No Violation,FALSE,TRUE,,,
TX0790051,0.75,0.010077784,No Violation,FALSE,FALSE,115,0,FALSE
TX0790130,0.628,0.00482452,No Violation,FALSE,FALSE,145.6,0,FALSE
TX0790132,6.29675,0.036582961,No Violation,FALSE,TRUE,115.55,5.555,TRUE
TX0790237,3.683,0.03340582,No Violation,FALSE,FALSE,218.5,0,FALSE
TX0790277,30.82,0.278262574,No Violation,FALSE,TRUE,,,
TX0790296,0.16,0.001347652,No Violation,FALSE,FALSE,181.875,0,FALSE
TX0790307,0,0,No Violation,FALSE,FALSE,,,
TX0790376,28.505,0.733555344,No Violation,FALSE,FALSE,,,
TX0790433,31.375,0.108957364,No Violation,FALSE,TRUE,,,
TX0790455,22.7625,0.135447449,No Violation,FALSE,TRUE,,,
TX0790498,9.55,0.217590922,No Violation,FALSE,TRUE,,,
TX0800001,90.3225,1.185367223,Violation,,TRUE,57.5,5.375,FALSE
TX0800003,58.32975,0.104386005,Violation,,TRUE,49,7.57375,FALSE
TX0840001,31.71,1.061464674,No Violation,FALSE,,,,
TX0840002,59.92125,0.145786275,No Violation,,TRUE,,,
TX0840003,39.6625,1.260384868,No Violation,,,,,
TX0840006,30.071,1.150350025,No Violation,FALSE,TRUE,,,
TX0840007,53.735,0.605038138,No Violation,FALSE,TRUE,,,
TX0840008,38.32,2.647914795,No Violation,FALSE,TRUE,,,
TX0840044,90.75,0.307310966,Violation,,TRUE,,,
TX0860001,8.869,0.481491537,No Violation,FALSE,FALSE,362.5,0,FALSE
TX0900003,21.34433333,0.844781823,No Violation,FALSE,FALSE,91.225,0.29,FALSE
TX0910003,26.99125,0.486679282,No Violation,FALSE,TRUE,157.5,5.44225,TRUE
TX0910006,33.035,1.24980299,No Violation,FALSE,TRUE,372.75,17.6575,TRUE
TX0920003,17.708,0.279102005,No Violation,,,100,4.216666667,FALSE
TX0920004,17.00333333,0.123368624,No Violation,TRUE,TRUE,86.55555556,5.733333333,FALSE
TX0940002,32.391,0.921564128,No Violation,FALSE,FALSE,103.75,0.82,FALSE
TX0940003,7.0425,0.306831906,No Violation,FALSE,FALSE,0,0,FALSE
TX0940015,28.01,1.182416119,Violation,,FALSE,,,
TX0940018,28.56025,1.033112948,No Violation,FALSE,FALSE,,,
TX0940020,12.163,0.422322897,No Violation,FALSE,FALSE,,,
TX0940022,16.07125,0.542829079,Violation,,FALSE,103.475,0.26,FALSE
TX0950004,25.73875,1.010286212,No Violation,FALSE,FALSE,105.5,1.275,FALSE
TX1000035,2.4675,0.020067243,No Violation,FALSE,FALSE,48.2625,0,FALSE
TX1010003,43.87975,0.574182194,No Violation,FALSE,TRUE,,,
TX1010004,34.16,1.805258528,No Violation,FALSE,TRUE,,,
TX1010007,43.777,0.202565947,No Violation,FALSE,TRUE,,,
TX1010009,39.456,0.474748334,No Violation,FALSE,TRUE,,,
TX1010013,50.60475,0.33526858,No Violation,FALSE,TRUE,64.70625,7.2434375,FALSE
TX1010014,9.3405,0.033009684,No Violation,FALSE,TRUE,,,
TX1010015,28.7665,0.292701099,No Violation,FALSE,TRUE,,,
TX1010017,0.341,0.001736519,No Violation,FALSE,FALSE,127.95,0,FALSE
TX1010018,32.38975,0.322436256,No Violation,FALSE,TRUE,,,
TX1010026,4.005,0.029388696,No Violation,FALSE,FALSE,169.5,0.532,FALSE
TX1010027,15.18575,0.055290073,No Violation,FALSE,TRUE,,,
TX1010056,88.06666667,0.673270624,Violation,,TRUE,,,
TX1010062,56.9795,0.134968674,No Violation,FALSE,TRUE,,,
TX1010148,19.9495,0.194164994,No Violation,FALSE,TRUE,,,
TX1010209,2.255,0.025252204,No Violation,FALSE,FALSE,100.3333333,0,FALSE
TX1010226,46.38,0.138975569,No Violation,FALSE,TRUE,,,
TX1010233,14.64,0.032550339,No Violation,FALSE,TRUE,194,0,FALSE
TX1010237,1.367,0.013454544,No Violation,FALSE,FALSE,149.5,0,FALSE
TX1010238,38.16,0.192081115,No Violation,FALSE,TRUE,,,
TX1010239,42.07225,0.243227145,No Violation,FALSE,TRUE,,,
TX1010277,13.67,0.105185354,No Violation,FALSE,TRUE,,,
TX1010278,2.198,0.016240803,No Violation,,,,,
TX1010293,43.97475,0.230519821,No Violation,FALSE,TRUE,,,
TX1010294,38.449,0.183631071,No Violation,FALSE,TRUE,,,
TX1010348,4.3765,0.026852298,No Violation,FALSE,FALSE,52.9,0,FALSE
TX1010418,52.8675,0.488261118,No Violation,FALSE,TRUE,,,
TX1010429,27.4425,0.052634727,No Violation,FALSE,TRUE,,,
TX1010503,51.5095,0.188641628,No Violation,FALSE,TRUE,59.2,3.58,FALSE
TX1010581,0.475,0.004830972,No Violation,FALSE,FALSE,154.375,0,FALSE
TX1010593,1.568,0.012114296,No Violation,,,177.25,0,FALSE
TX1010625,0.6,0.003883731,No Violation,FALSE,FALSE,130,0,FALSE
TX1010670,0,0,No Violation,FALSE,FALSE,127.5,0,FALSE
TX1010678,39.94975,0.178945389,No Violation,FALSE,TRUE,,,
TX1010715,7.1695,0.297024956,No Violation,FALSE,FALSE,78.31666667,0,FALSE
TX1010720,28.295,0.217968064,No Violation,FALSE,TRUE,,,
TX1010774,0,0,No Violation,FALSE,FALSE,142,0,FALSE
TX1010884,13.65825,0.436265572,No Violation,FALSE,TRUE,,,
TX1011014,0,0,No Violation,FALSE,FALSE,130,0,FALSE
TX1011019,46.495,0.826366741,No Violation,FALSE,TRUE,140,0,FALSE
TX1011162,16.2,0.038363748,No Violation,FALSE,FALSE,143.3333333,0,FALSE
TX1011249,48.1325,0.190995854,No Violation,FALSE,TRUE,,,
TX1011430,2.0115,0.018955452,No Violation,FALSE,FALSE,152.875,0,FALSE
TX1011550,20.98275,0.046825427,No Violation,FALSE,TRUE,,,
TX1011613,24.575,0.342051047,No Violation,FALSE,TRUE,,,
TX1011705,24.59,0.056948701,No Violation,FALSE,TRUE,,,
TX1011783,4.897,0.039817492,No Violation,FALSE,FALSE,206.8333333,0,FALSE
TX1011823,0.346,0.002914298,No Violation,,,184.6666667,0.56,FALSE
TX1011824,28.1,0.07693998,No Violation,FALSE,TRUE,,,
TX1011902,0.6605,0.004125197,No Violation,FALSE,FALSE,164.4,0,FALSE
TX1012007,10.901,0.131184408,No Violation,FALSE,TRUE,,,
TX1012133,4.905,0.008027483,No Violation,FALSE,FALSE,25,0,FALSE
TX1012187,1.362,0.14601032,No Violation,FALSE,FALSE,145.875,0,FALSE
TX1012264,0.765,0.303059488,No Violation,FALSE,FALSE,126,0,FALSE
TX1012842,3.1335,0.024690009,No Violation,FALSE,FALSE,174.3333333,0,FALSE
TX1012953,20.5,0.177749069,No Violation,FALSE,TRUE,,,
TX1013074,30.36733333,0.207289314,No Violation,,,,,
TX1013103,1.1,0.006833085,No Violation,FALSE,FALSE,135,0,FALSE
TX1013127,0,0,No Violation,FALSE,FALSE,50,0,FALSE
TX1013268,5.36,0.035534639,No Violation,FALSE,FALSE,110,0,FALSE
TX1013305,3.3955,0.02137956,No Violation,FALSE,FALSE,,,
TX1013365,0.155,0.001305538,No Violation,FALSE,FALSE,120,0,FALSE
TX1020002,57.67625,0.273089951,No Violation,FALSE,TRUE,56.05,7.8825,FALSE
TX1020004,20.535,0.039351715,No Violation,FALSE,TRUE,,,
TX1050001,25.74125,0.883882963,No Violation,FALSE,FALSE,102.575,1.41,FALSE
TX1050002,28.253,0.995173544,No Violation,FALSE,FALSE,,,
TX1050003,8.173,0.255677873,No Violation,FALSE,FALSE,102.5,0,FALSE
TX1050013,16.5375,0.469547238,No Violation,FALSE,TRUE,,,
TX1050019,29.91,0.919919794,No Violation,FALSE,FALSE,,,
TX1070005,30.39425,0.222099947,No Violation,FALSE,TRUE,,,
TX1070167,62.49775,0.25449749,No Violation,FALSE,TRUE,61.725,6.07925,FALSE
TX1070190,32.5475,0.085554867,No Violation,FALSE,TRUE,55.9875,6.08,FALSE
TX1080001,16.58175,0.596331302,No Violation,,,,,
TX1080002,40.563,1.358837263,No Violation,FALSE,TRUE,552.25,4.985,TRUE
TX1080004,21.6825,1.459622338,No Violation,FALSE,TRUE,477.5,3.425,TRUE
TX1080006,22.13925,1.019125605,No Violation,FALSE,TRUE,337.75,4.0625,TRUE
TX1080007,44.95566667,1.20417112,No Violation,FALSE,TRUE,397.6666667,3.876666667,TRUE
TX1080008,36.1215,1.61206208,No Violation,FALSE,TRUE,360,3.8075,TRUE
TX1080009,29.889,1.112965526,No Violation,FALSE,TRUE,360,5.555,TRUE
TX1080010,43.46025,1.639881992,No Violation,FALSE,TRUE,456.1428571,4.464285714,TRUE
TX1080011,21.17725,0.767335934,No Violation,,,450.75,4.31,TRUE
TX1080021,3.9375,0.646111703,No Violation,FALSE,FALSE,735.75,0,FALSE
TX1080022,50.58825,1.561229999,No Violation,FALSE,TRUE,377,4.19125,TRUE
TX1080029,40.498,1.544052509,No Violation,FALSE,TRUE,341.7083333,7.89,TRUE
TX1080033,23.15125,0.756826041,No Violation,FALSE,TRUE,310.9166667,3.665,TRUE
TX1080067,181.73675,10.97007138,Violation,,TRUE,665,1.10125,FALSE
TX1080234,25.7575,0.585251293,No Violation,FALSE,FALSE,430.75,0,FALSE
TX1090001,29.97,0.105617803,No Violation,,,,,
TX1090012,4.418,0.347651882,No Violation,FALSE,FALSE,175.953375,0,FALSE
TX1100002,15.09,0.447367786,No Violation,,,,,
TX1110001,34.1225,1.132516833,No Violation,FALSE,TRUE,611.5,4.8775,TRUE
TX1110007,17.28625,0.638637565,No Violation,FALSE,TRUE,,,
TX1120002,31.9045,0.086874496,No Violation,FALSE,TRUE,49.66666667,4.522,FALSE
TX1140001,42.675,1.359086696,No Violation,FALSE,TRUE,583,4.9925,TRUE
TX1160004,45.37775,0.184485136,No Violation,FALSE,TRUE,52.45,5.105,FALSE
TX1160018,55.03325,0.898475603,No Violation,FALSE,TRUE,37.15,5.5925,FALSE
TX1160029,31.521,0.587670865,No Violation,FALSE,TRUE,,,
TX1170001,0.37,0.003116446,No Violation,FALSE,FALSE,155.225,0,FALSE
TX1210001,2.202,0.024228487,No Violation,,,0,0,FALSE
TX1230001,38.08225,0.300042304,No Violation,FALSE,TRUE,72.4,6.995,FALSE
TX1230006,28.63675,0.067945182,Uncertain (No TTHM Data),FALSE,TRUE,51.975,7.6,FALSE
TX1230009,26.4055,0.266362859,Uncertain (No TTHM Data),FALSE,TRUE,39.375,7.4725,FALSE
TX1230010,32.11125,0.069847616,Uncertain (No TTHM Data),FALSE,TRUE,47.75,6.97,FALSE
TX1230012,68.5965,0.23288156,Violation,,TRUE,53.35,9.0175,FALSE
TX1250001,166.29725,2.058513008,Violation,,TRUE,408.5,10.1375,TRUE
TX1260002,10.1815,0.115602059,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1260003,60.1825,0.2346151,Uncertain (No TTHM Data),FALSE,TRUE,122.725,4.4225,TRUE
TX1260017,16.3725,0.075737491,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1260018,29.1025,0.449925365,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1260022,0.85,0.007005084,Uncertain (No TTHM Data),FALSE,FALSE,140,0,FALSE
TX1260034,2.506,0.182648388,Uncertain (No TTHM Data),FALSE,FALSE,76.54,0,FALSE
TX1290002,33.7715,0.628278182,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1290005,74.57666667,0.273515164,Uncertain (No TTHM Data),FALSE,TRUE,54.725,6.68,FALSE
TX1290006,23.46925,0.212630116,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1290012,28.77625,0.304064467,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1290022,26.2825,0.353573984,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1300001,40.515,0.941616806,Uncertain (No TTHM Data),FALSE,FALSE,71.175,2.7775,FALSE
TX1330001,90.026,1.08290974,Violation,,FALSE,94.425,1.89,FALSE
TX1330091,0.21,0.001768794,Uncertain (No TTHM Data),FALSE,FALSE,87.5,0,FALSE
TX1370001,11.58425,0.355840687,Uncertain (No TTHM Data),,,,,
TX1390002,58.69125,0.26846496,Uncertain (No TTHM Data),FALSE,TRUE,43,5.473333333,FALSE
TX1390015,49.84725,0.522912254,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1410028,49.1425,0.952070283,Uncertain (No TTHM Data),FALSE,TRUE,235,2.85,TRUE
TX1420001,5.055,0.219008552,Uncertain (No TTHM Data),FALSE,FALSE,605,0.2,FALSE
TX1440005,4.845,0.030368859,Uncertain (No TTHM Data),FALSE,TRUE,253.98125,0.170625,FALSE
TX1460003,0.127,0.000104953,Uncertain (No TTHM Data),FALSE,FALSE,105.65,0,FALSE
TX1470003,35.43,0.841567855,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1490016,5.19,0.037198064,Uncertain (No TTHM Data),FALSE,FALSE,1450,0,FALSE
TX1520002,18.10375,0.729682793,Uncertain (No TTHM Data),FALSE,TRUE,296.625,0.795,FALSE
TX1520004,22.6875,0.660601637,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1540001,4.225,0.023256169,Uncertain (No TTHM Data),FALSE,FALSE,136.4285714,0,FALSE
TX1550001,3.83,0.413490844,Uncertain (No TTHM Data),FALSE,FALSE,258.5,0,FALSE
TX1550005,27.895,0.245472602,Uncertain (No TTHM Data),FALSE,TRUE,78,5.225,FALSE
TX1550008,29.275,0.503034446,Uncertain (No TTHM Data),FALSE,TRUE,125.95,3.8575,TRUE
TX1550010,21.9575,0.410063363,Uncertain (No TTHM Data),TRUE,TRUE,595,4.285,TRUE
TX1550028,0.66,0.00521442,Uncertain (No TTHM Data),FALSE,FALSE,161.1111111,0,FALSE
TX1550031,24.72925,0.581387509,Uncertain (No TTHM Data),,,,,
TX1610001,2.681,0.148866047,Uncertain (No TTHM Data),FALSE,FALSE,261.8888889,0,FALSE
TX1620001,36.52075,0.860135558,Uncertain (No TTHM Data),FALSE,TRUE,174.6666667,2.028333333,TRUE
TX1630034,3.125,0.282478229,Uncertain (No TTHM Data),,,196.3333333,0,FALSE
TX1650001,32.563,1.317454095,Uncertain (No TTHM Data),FALSE,TRUE,977.5,5.428333333,TRUE
TX1680001,2.95,0.175151054,Uncertain (No TTHM Data),FALSE,FALSE,471.25,0,FALSE
TX1700001,22.88825,0.515328411,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1700068,18.634,0.185723696,Uncertain (No TTHM Data),FALSE,FALSE,58.03333333,0,FALSE
TX1700073,9.06575,0.402219419,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1700101,0.206,0.000170239,Uncertain (No TTHM Data),FALSE,FALSE,57.6,0,FALSE
TX1700169,16.6525,0.435740988,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1700220,23.925,0.575667222,Uncertain (No TTHM Data),FALSE,FALSE,97,0,FALSE
TX1700334,9.224,0.311612591,Uncertain (No TTHM Data),FALSE,FALSE,81,0.445,FALSE
TX1700348,27.794,0.642444639,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1700458,16.649,0.285910694,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1700470,19.3885,0.44902709,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1700576,4.84,0.165527012,Uncertain (No TTHM Data),FALSE,FALSE,165,0,FALSE
TX1700638,10.57,0.230754713,Uncertain (No TTHM Data),TRUE,FALSE,,,
TX1700670,2.71,0.018432347,Uncertain (No TTHM Data),FALSE,FALSE,93,0,FALSE
TX1700746,2.49,0.003371263,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1700853,0,0,Uncertain (No TTHM Data),FALSE,FALSE,205,0,FALSE
TX1710001,0,0,Uncertain (No TTHM Data),FALSE,FALSE,59.975,0,FALSE
TX1740003,24.13325,0.070258906,Uncertain (No TTHM Data),FALSE,TRUE,46.05,4.2725,FALSE
TX1750002,37.15975,0.157657473,Uncertain (No TTHM Data),FALSE,TRUE,83.425,5.1425,FALSE
TX1770002,8.6745,0.701577465,Uncertain (No TTHM Data),FALSE,TRUE,491.5,4.635,TRUE
TX1780003,42.35725,0.962355471,Uncertain (No TTHM Data),FALSE,TRUE,437.5,6.8975,TRUE
TX1780005,98.89,4.067585475,Uncertain (No TTHM Data),FALSE,TRUE,1174,4.895,TRUE
TX1780006,35.3075,0.55433259,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1780017,20.0505,0.49014149,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1810004,30.217,0.706388918,Uncertain (No TTHM Data),,,185.35,0,FALSE
TX1810005,61.55,5.442220987,Uncertain (No TTHM Data),FALSE,FALSE,184.6666667,0,FALSE
TX1820001,33.11025,0.727976342,Uncertain (No TTHM Data),FALSE,TRUE,328.3333333,6.243333333,TRUE
TX1820061,11.4925,0.265608481,Uncertain (No TTHM Data),FALSE,FALSE,706.6666667,5.1,TRUE
TX1840005,50.85,1.015192027,Uncertain (No TTHM Data),FALSE,TRUE,204.75,5.1225,TRUE
TX1840008,49.9975,0.967049129,Uncertain (No TTHM Data),FALSE,TRUE,133.5,4.5825,TRUE
TX1870002,59.977,0.626005138,Uncertain (No TTHM Data),TRUE,TRUE,,,
TX1870073,0.38,0.002809732,Uncertain (No TTHM Data),FALSE,FALSE,540,0,FALSE
TX1870155,1.855,0.021244735,Uncertain (No TTHM Data),FALSE,FALSE,418.3333333,0,FALSE
TX1880001,28.8925,1.120198172,Uncertain (No TTHM Data),FALSE,FALSE,136.3,1.49,FALSE
TX1890002,0,0,Uncertain (No TTHM Data),FALSE,FALSE,181.6666667,0,FALSE
TX1910001,24.83875,0.836754566,Uncertain (No TTHM Data),FALSE,FALSE,,,
TX1950001,0.5915,0.004982102,Uncertain (No TTHM Data),FALSE,FALSE,4040,0,FALSE
TX1990001,29.696,0.687785589,Uncertain (No TTHM Data),FALSE,TRUE,,,
TX1990002,32.61175,0.600227594,Uncertain (No TTHM Data),FALSE,TRUE,,,
