PWSID,STG2_MCL,Adv.Treat,Chloramines,Bromide_ppb,TOC_ppm,Impaired.Source
PR0004044,Uncertain (No TTHM Data),FALSE,FALSE,47.14444444,1.088508333,FALSE
PR0004074,Uncertain (No TTHM Data),FALSE,FALSE,206,0,FALSE
PR0004314,Uncertain (No TTHM Data),FALSE,FALSE,6.7625,1.114714286,FALSE
PR0004324,Violation,,FALSE,149.375,0.501375,FALSE
PR0004524,Uncertain (No TTHM Data),FALSE,FALSE,0,1.53625,FALSE
PR0004545,Uncertain (No TTHM Data),FALSE,FALSE,52.66666667,2.976475,FALSE
PR0004605,Uncertain (No TTHM Data),FALSE,FALSE,62.15925,1.052325,FALSE
PR0004635,Uncertain (No TTHM Data),FALSE,FALSE,45.3275,1.7535,FALSE
PR0004654,Uncertain (No TTHM Data),FALSE,FALSE,0,1.9195,FALSE
PR0004664,Uncertain (No TTHM Data),FALSE,FALSE,0,2.567,FALSE
PR0004695,Uncertain (No TTHM Data),FALSE,FALSE,81.475,3.749,FALSE
PR0004705,Uncertain (No TTHM Data),FALSE,FALSE,84.77666667,1.721666667,FALSE
PR0004745,Uncertain (No TTHM Data),FALSE,FALSE,0,2.155625,FALSE
PR0004815,Uncertain (No TTHM Data),FALSE,FALSE,0,1.3025,FALSE
PR0004835,Uncertain (No TTHM Data),FALSE,FALSE,0,1.807,FALSE
PR0004885,Uncertain (No TTHM Data),FALSE,FALSE,207.3125,0,FALSE
PR0004895,Uncertain (No TTHM Data),FALSE,FALSE,142.9116667,0,FALSE
PR0004915,Uncertain (No TTHM Data),FALSE,FALSE,274,0,FALSE
PR0005046,Uncertain (No TTHM Data),FALSE,FALSE,65.4,1.976625,FALSE
PR0005066,Uncertain (No TTHM Data),FALSE,FALSE,52.725,1.546,FALSE
PR0005086,Uncertain (No TTHM Data),FALSE,FALSE,49.725,2.58975,FALSE
PR0005096,Uncertain (No TTHM Data),FALSE,FALSE,73.175,4.27325,FALSE
PR0005106,Uncertain (No TTHM Data),FALSE,FALSE,0,1.71925,FALSE
PR0005166,Uncertain (No TTHM Data),FALSE,FALSE,26.18,3.8365,FALSE
PR0005296,Uncertain (No TTHM Data),FALSE,FALSE,369,1.345,FALSE
PR0005306,Uncertain (No TTHM Data),FALSE,FALSE,19.06666667,1.31075,FALSE
PR0005376,Uncertain (No TTHM Data),FALSE,FALSE,12.75,2.07375,FALSE
PR0005386,Uncertain (No TTHM Data),FALSE,FALSE,243.5,1.34325,FALSE
PR0005487,Uncertain (No TTHM Data),FALSE,FALSE,58.18,1.91075,FALSE
PR0005537,Uncertain (No TTHM Data),FALSE,FALSE,65.94,1.366,FALSE
PR0005587,Uncertain (No TTHM Data),FALSE,FALSE,,,
PR0005597,Uncertain (No TTHM Data),FALSE,FALSE,,,
PR0005607,Uncertain (No TTHM Data),FALSE,FALSE,,,
PR0644086,Uncertain (No TTHM Data),FALSE,FALSE,24.25,0,FALSE
PR0666136,Uncertain (No TTHM Data),FALSE,FALSE,39.5,0,FALSE
RI1559511,No Violation,FALSE,FALSE,,,
RI1559512,No Violation,,,26.36666667,0.220833333,FALSE
RI1559517,No Violation,FALSE,FALSE,23.34444444,0.722222222,FALSE
RI1559518,No Violation,TRUE,FALSE,33.025,5.9775,FALSE
RI1592010,No Violation,TRUE,FALSE,52.8125,5.28,FALSE
RI1592021,No Violation,FALSE,FALSE,39,3.93,FALSE
RI1592022,No Violation,,,,,
RI1592024,No Violation,FALSE,FALSE,0,3.495,FALSE
RI1615610,No Violation,FALSE,FALSE,,,
RI1615616,No Violation,FALSE,FALSE,,,
RI1615624,No Violation,FALSE,FALSE,40.85,1.305,FALSE
RI1615627,No Violation,FALSE,,,,
RI1647515,No Violation,FALSE,FALSE,,,
RI1647530,No Violation,FALSE,FALSE,11.05,3.8875,FALSE
RI1858422,No Violation,FALSE,FALSE,112.2,0,FALSE
RI1858423,No Violation,FALSE,FALSE,,,
RI1858428,No Violation,FALSE,FALSE,,,
SC0120001,No Violation,FALSE,FALSE,,,
SC0210001,No Violation,FALSE,FALSE,32.15,4.815,FALSE
SC0210003,No Violation,FALSE,FALSE,17.75,2.725,FALSE
SC0220004,No Violation,FALSE,FALSE,2.8,0,FALSE
SC0220006,No Violation,FALSE,FALSE,8.466666667,3.573333333,FALSE
SC0220008,No Violation,FALSE,FALSE,0,0,FALSE
SC0410004,No Violation,FALSE,FALSE,,,
SC0410012,No Violation,FALSE,FALSE,,,
SC0420002,No Violation,FALSE,FALSE,,,
SC0420003,No Violation,FALSE,FALSE,,,
SC0420006,No Violation,,,,,
SC0420007,No Violation,FALSE,FALSE,,,
SC0420009,No Violation,FALSE,FALSE,,,
SC0720001,No Violation,FALSE,FALSE,401.2857143,0,FALSE
SC0720003,Violation,,TRUE,23.2375,4.97,FALSE
SC0720006,No Violation,FALSE,TRUE,,,
SC0810004,No Violation,FALSE,TRUE,,,
SC0820002,No Violation,FALSE,TRUE,,,
SC0820009,No Violation,FALSE,TRUE,,,
SC1010001,No Violation,FALSE,TRUE,45.1,6.9325,FALSE
SC1010002,No Violation,FALSE,TRUE,,,
SC1020002,No Violation,FALSE,TRUE,,,
SC1110001,No Violation,FALSE,FALSE,12.325,1.9625,FALSE
SC1220002,No Violation,FALSE,TRUE,14.2,3.19,FALSE
SC1320003,No Violation,FALSE,FALSE,,,
SC1510004,No Violation,FALSE,FALSE,16.00555556,0,FALSE
SC1620001,No Violation,FALSE,FALSE,0,0,FALSE
SC1720001,No Violation,FALSE,FALSE,2.29,0,FALSE
SC1810001,No Violation,FALSE,FALSE,0,0.166666667,FALSE
SC1810003,No Violation,FALSE,TRUE,,,
SC1820001,No Violation,FALSE,TRUE,,,
SC1820008,No Violation,,,,,
SC1920001,No Violation,FALSE,FALSE,0,5.2225,FALSE
SC2030004,No Violation,FALSE,TRUE,39.5,2.175,FALSE
SC2110001,No Violation,FALSE,FALSE,12.775,4.8525,FALSE
SC2110007,No Violation,FALSE,FALSE,8.665125,0,FALSE
SC2220010,No Violation,FALSE,TRUE,27.125,6.88,FALSE
SC2310001,No Violation,FALSE,TRUE,0,0.50125,FALSE
SC2310005,No Violation,FALSE,TRUE,5.45,2.78,FALSE
SC2320003,No Violation,FALSE,TRUE,,,
SC2410001,No Violation,FALSE,TRUE,19.35,2.1375,FALSE
SC2510006,No Violation,FALSE,FALSE,10.635,0,FALSE
SC2610001,No Violation,,,,,
SC2610008,No Violation,,,,,
SC2610011,No Violation,FALSE,TRUE,,,
SC2620001,No Violation,,,,,
SC2620002,No Violation,FALSE,TRUE,,,
SC2620003,No Violation,FALSE,,174.7142857,1.091428571,FALSE
SC2620004,No Violation,FALSE,TRUE,14.8,11.725,FALSE
SC2810001,No Violation,FALSE,TRUE,26.6,2.72,FALSE
SC2820001,No Violation,FALSE,TRUE,25.05,3.6075,FALSE
SC2820005,No Violation,FALSE,FALSE,,,
SC2910001,No Violation,FALSE,TRUE,,,
SC2920001,No Violation,FALSE,TRUE,,,
SC3010001,No Violation,FALSE,FALSE,11.625,2.975,FALSE
SC3020001,No Violation,FALSE,TRUE,,,
SC3210001,No Violation,FALSE,TRUE,,,
SC3210003,No Violation,FALSE,FALSE,20.63333333,3.553333333,FALSE
SC3210004,No Violation,FALSE,TRUE,24.125,3.1825,FALSE
SC3220003,No Violation,FALSE,TRUE,,,
SC3320001,No Violation,FALSE,FALSE,92.27857143,0.379285714,FALSE
SC3610001,No Violation,FALSE,FALSE,23.175,2.915,FALSE
SC3710002,No Violation,FALSE,FALSE,0,0.5625,FALSE
SC3710004,No Violation,FALSE,FALSE,0,1.655,FALSE
SC3720001,No Violation,FALSE,FALSE,0,0.8925,FALSE
SC3810001,Violation,,TRUE,0,7.615,FALSE
SC3810011,No Violation,FALSE,TRUE,,,
SC3910001,No Violation,FALSE,FALSE,0,1.3525,FALSE
SC3910002,No Violation,,,0,1.17,FALSE
SC3910004,No Violation,FALSE,FALSE,,,
SC3920002,No Violation,FALSE,FALSE,,,
SC4010001,No Violation,FALSE,TRUE,17.45,3.43375,FALSE
SC4010501,No Violation,FALSE,FALSE,,,
SC4210001,No Violation,FALSE,FALSE,0,1.895,FALSE
SC4210003,No Violation,FALSE,FALSE,2.875,0.4375,FALSE
SC4220002,No Violation,FALSE,FALSE,,,
SC4220006,No Violation,FALSE,FALSE,13.175,2.68375,FALSE
SC4220007,Violation,,FALSE,15.3875,2.175,FALSE
SC4220010,No Violation,,,,,
SC4310001,No Violation,FALSE,FALSE,0,0,FALSE
SC4320003,No Violation,,,0,0,FALSE
SC4410001,No Violation,FALSE,FALSE,16.975,1.7225,FALSE
SC4610002,No Violation,FALSE,FALSE,24.2,2.245,FALSE
SC4610003,No Violation,FALSE,FALSE,,,
SC4620002,No Violation,,,,,
SD4600020,Uncertain (No TTHM Data),FALSE,TRUE,213.75775,10.2482,TRUE
SD4600071,Uncertain (No TTHM Data),FALSE,FALSE,73.05,2.805,FALSE
SD4600169,Uncertain (No TTHM Data),FALSE,FALSE,106,3.755,TRUE
SD4600214,Uncertain (No TTHM Data),FALSE,TRUE,,,
SD4600242,Uncertain (No TTHM Data),FALSE,FALSE,670,2.25,TRUE
SD4600294,Uncertain (No TTHM Data),FALSE,TRUE,89.52,3.586,FALSE
SD4600311,Uncertain (No TTHM Data),FALSE,FALSE,3.730769231,0,FALSE
SD4600342,Uncertain (No TTHM Data),FALSE,TRUE,140.5,0.5,FALSE
SD4600356,Uncertain (No TTHM Data),FALSE,FALSE,67.8145,2.12415,FALSE
SD4600406,Uncertain (No TTHM Data),FALSE,FALSE,17.7125,1.3,FALSE
SD4600423,Uncertain (No TTHM Data),FALSE,FALSE,48.25,3.025,FALSE
SD4600429,Uncertain (No TTHM Data),FALSE,TRUE,38.25,1.525,FALSE
SD4600433,Uncertain (No TTHM Data),FALSE,TRUE,49,4.525,FALSE
SD4600501,Uncertain (No TTHM Data),FALSE,TRUE,,,
SD4600520,Uncertain (No TTHM Data),FALSE,FALSE,16,0.25,FALSE
SD4600865,Uncertain (No TTHM Data),FALSE,TRUE,47.4165,3.998325,FALSE
SD4601089,Uncertain (No TTHM Data),FALSE,TRUE,32.23825,3.785025,FALSE
SD4602175,Uncertain (No TTHM Data),FALSE,TRUE,34.8795,3.925625,FALSE
SD4602303,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000007,Uncertain (No TTHM Data),FALSE,FALSE,0,0.82,FALSE
TN0000008,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000014,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000022,Uncertain (No TTHM Data),FALSE,FALSE,14.5,1.275,FALSE
TN0000024,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000038,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000056,Uncertain (No TTHM Data),FALSE,FALSE,0,1.255,FALSE
TN0000058,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000069,Uncertain (No TTHM Data),,,,,
TN0000073,Uncertain (No TTHM Data),FALSE,FALSE,0,1.33,FALSE
TN0000080,Uncertain (No TTHM Data),FALSE,FALSE,74.35,0,FALSE
TN0000097,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000107,Uncertain (No TTHM Data),FALSE,FALSE,17.5,1.74025,FALSE
TN0000108,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000109,Uncertain (No TTHM Data),FALSE,FALSE,27.6,0.5,FALSE
TN0000113,Uncertain (No TTHM Data),FALSE,FALSE,0,1.815,FALSE
TN0000116,Uncertain (No TTHM Data),FALSE,FALSE,0,1.8,FALSE
TN0000117,Uncertain (No TTHM Data),FALSE,FALSE,0,0.575,FALSE
TN0000120,Uncertain (No TTHM Data),FALSE,FALSE,0,1.1,FALSE
TN0000126,Uncertain (No TTHM Data),FALSE,FALSE,68.0375,0,FALSE
TN0000128,Uncertain (No TTHM Data),TRUE,FALSE,0,3.49,FALSE
TN0000133,Uncertain (No TTHM Data),FALSE,FALSE,0,2.0947,FALSE
TN0000144,Uncertain (No TTHM Data),FALSE,FALSE,76.95,0,FALSE
TN0000147,Uncertain (No TTHM Data),FALSE,FALSE,0,2.2075,FALSE
TN0000150,Uncertain (No TTHM Data),FALSE,FALSE,2.225,2.476666667,FALSE
TN0000159,Uncertain (No TTHM Data),,FALSE,,,
TN0000167,Uncertain (No TTHM Data),,,,,
TN0000169,Uncertain (No TTHM Data),FALSE,FALSE,117,1.02,FALSE
TN0000174,Uncertain (No TTHM Data),,,13.675,1.8,FALSE
TN0000188,Violation,,,0,1.73,FALSE
TN0000191,Uncertain (No TTHM Data),FALSE,FALSE,1.725,1.348333333,FALSE
TN0000201,Uncertain (No TTHM Data),FALSE,FALSE,31.3,0,FALSE
TN0000211,Uncertain (No TTHM Data),FALSE,FALSE,15.775,0.745,FALSE
TN0000218,Uncertain (No TTHM Data),,,,,
TN0000219,Uncertain (No TTHM Data),FALSE,FALSE,6.65,1.6425,FALSE
TN0000221,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000231,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000233,Uncertain (No TTHM Data),FALSE,FALSE,0,0.28265,FALSE
TN0000242,Uncertain (No TTHM Data),FALSE,FALSE,0,2.05,FALSE
TN0000244,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000246,Uncertain (No TTHM Data),TRUE,FALSE,0,3.5725,FALSE
TN0000247,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000249,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000253,Uncertain (No TTHM Data),FALSE,FALSE,0,2.06,FALSE
TN0000261,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000262,Uncertain (No TTHM Data),,,59.725,0.29,FALSE
TN0000264,Uncertain (No TTHM Data),FALSE,FALSE,12.425,1.753333333,FALSE
TN0000266,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000271,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000273,Uncertain (No TTHM Data),FALSE,FALSE,0,0.295,FALSE
TN0000274,Uncertain (No TTHM Data),FALSE,FALSE,0,2.2046,FALSE
TN0000280,Uncertain (No TTHM Data),FALSE,FALSE,0,2.42875,FALSE
TN0000286,Uncertain (No TTHM Data),FALSE,FALSE,5.8,2.08,FALSE
TN0000287,Uncertain (No TTHM Data),FALSE,FALSE,6.0955,2.196725,FALSE
TN0000294,Uncertain (No TTHM Data),FALSE,FALSE,0,1.835,FALSE
TN0000299,Uncertain (No TTHM Data),FALSE,FALSE,33.525,0,FALSE
TN0000303,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000314,Uncertain (No TTHM Data),FALSE,FALSE,32.7,0,FALSE
TN0000316,Uncertain (No TTHM Data),FALSE,FALSE,10.25,0,FALSE
TN0000318,Uncertain (No TTHM Data),FALSE,FALSE,0,1.2,FALSE
TN0000322,Uncertain (No TTHM Data),FALSE,FALSE,0,1.29,FALSE
TN0000331,Uncertain (No TTHM Data),FALSE,FALSE,0,0.5975,FALSE
TN0000338,Uncertain (No TTHM Data),,,0,0.385,FALSE
TN0000349,Uncertain (No TTHM Data),FALSE,FALSE,0,1.45,FALSE
TN0000366,Uncertain (No TTHM Data),FALSE,FALSE,23.325,2.8,FALSE
TN0000367,Uncertain (No TTHM Data),FALSE,FALSE,6.7,1.786666667,FALSE
TN0000369,Uncertain (No TTHM Data),FALSE,FALSE,16.175,1.8225,FALSE
TN0000371,Uncertain (No TTHM Data),FALSE,FALSE,2.55,1.51375,FALSE
TN0000373,Uncertain (No TTHM Data),FALSE,FALSE,0,0.66875,FALSE
TN0000374,Uncertain (No TTHM Data),FALSE,FALSE,0,1.485,FALSE
TN0000386,Uncertain (No TTHM Data),FALSE,FALSE,6.4,2.2275,FALSE
TN0000392,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000393,Uncertain (No TTHM Data),FALSE,FALSE,17,0.7925,FALSE
TN0000394,Uncertain (No TTHM Data),FALSE,FALSE,0,2.325,FALSE
TN0000396,Uncertain (No TTHM Data),FALSE,FALSE,0,0.89,FALSE
TN0000400,Uncertain (No TTHM Data),FALSE,FALSE,0,3.122,FALSE
TN0000402,Violation,,FALSE,0,3.9375,FALSE
TN0000405,Uncertain (No TTHM Data),TRUE,FALSE,1.708333333,1.909166667,FALSE
TN0000409,Uncertain (No TTHM Data),FALSE,FALSE,6.25,1.845,FALSE
TN0000423,Uncertain (No TTHM Data),FALSE,FALSE,0,1.685,FALSE
TN0000424,Uncertain (No TTHM Data),FALSE,FALSE,0,1.85,FALSE
TN0000425,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000428,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000429,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000435,Uncertain (No TTHM Data),FALSE,FALSE,20.8,0.505,FALSE
TN0000438,Uncertain (No TTHM Data),FALSE,FALSE,0,0.83,FALSE
TN0000450,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000458,Uncertain (No TTHM Data),FALSE,FALSE,12.65,0,FALSE
TN0000474,Uncertain (No TTHM Data),TRUE,FALSE,68.35,1.6175,FALSE
TN0000479,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000491,Uncertain (No TTHM Data),TRUE,FALSE,0,2.595,FALSE
TN0000494,Uncertain (No TTHM Data),FALSE,FALSE,0,2.406775,FALSE
TN0000500,Uncertain (No TTHM Data),FALSE,FALSE,0,1.4675,FALSE
TN0000511,Uncertain (No TTHM Data),,,,,
TN0000514,Uncertain (No TTHM Data),FALSE,FALSE,0,1.48875,FALSE
TN0000515,Uncertain (No TTHM Data),FALSE,FALSE,101.7,1.735,FALSE
TN0000517,Violation,,FALSE,0,2.55,FALSE
TN0000521,Uncertain (No TTHM Data),FALSE,FALSE,61.05,0,FALSE
TN0000522,Uncertain (No TTHM Data),FALSE,FALSE,5.1,1.7175,FALSE
TN0000525,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000531,Uncertain (No TTHM Data),FALSE,FALSE,3.5,1.18125,FALSE
TN0000532,Uncertain (No TTHM Data),FALSE,FALSE,0,2.925,FALSE
TN0000536,Uncertain (No TTHM Data),FALSE,FALSE,25.45,0,FALSE
TN0000540,Uncertain (No TTHM Data),FALSE,FALSE,11.5,0,FALSE
TN0000548,Uncertain (No TTHM Data),FALSE,FALSE,0,1.5975,FALSE
TN0000558,Uncertain (No TTHM Data),FALSE,FALSE,10.75,1.245,FALSE
TN0000559,Uncertain (No TTHM Data),FALSE,FALSE,0,1.9375,FALSE
TN0000562,Uncertain (No TTHM Data),FALSE,FALSE,0,0.7275,FALSE
TN0000578,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000581,Uncertain (No TTHM Data),FALSE,FALSE,27.5,0,FALSE
TN0000584,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000590,Uncertain (No TTHM Data),FALSE,FALSE,16.23333333,6.48,FALSE
TN0000593,Uncertain (No TTHM Data),FALSE,FALSE,0,1.9075,FALSE
TN0000598,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000611,Uncertain (No TTHM Data),FALSE,FALSE,56.45,0,FALSE
TN0000613,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TN0000615,Uncertain (No TTHM Data),FALSE,FALSE,0,0.243333333,FALSE
TN0000617,Uncertain (No TTHM Data),,,13.35,1.62,FALSE
TN0000626,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000628,Uncertain (No TTHM Data),FALSE,FALSE,0,2.3075,FALSE
TN0000636,Uncertain (No TTHM Data),FALSE,FALSE,0,2.002775,FALSE
TN0000639,Uncertain (No TTHM Data),FALSE,FALSE,11.925,2.665,FALSE
TN0000643,Uncertain (No TTHM Data),FALSE,FALSE,0,0.5125,FALSE
TN0000653,Uncertain (No TTHM Data),FALSE,FALSE,37.5,1.375,FALSE
TN0000666,Uncertain (No TTHM Data),FALSE,FALSE,5.175,1.2925,FALSE
TN0000667,Uncertain (No TTHM Data),FALSE,FALSE,0,2.09275,FALSE
TN0000687,Uncertain (No TTHM Data),FALSE,FALSE,0,1.98,FALSE
TN0000699,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000711,Uncertain (No TTHM Data),FALSE,FALSE,64.5,0,FALSE
TN0000714,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000715,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000720,Uncertain (No TTHM Data),,,29.2,0,FALSE
TN0000726,Uncertain (No TTHM Data),FALSE,FALSE,0,1.1425,FALSE
TN0000729,Uncertain (No TTHM Data),FALSE,FALSE,0,1.675,FALSE
TN0000742,Uncertain (No TTHM Data),,,0,0.3675,FALSE
TN0000743,Uncertain (No TTHM Data),FALSE,FALSE,0,2.1225,FALSE
TN0000745,Uncertain (No TTHM Data),TRUE,FALSE,0,2.0275,FALSE
TN0000754,Uncertain (No TTHM Data),FALSE,FALSE,0,2.4425,FALSE
TN0000764,Uncertain (No TTHM Data),,,,,
TN0000765,Uncertain (No TTHM Data),FALSE,FALSE,66.6,0,FALSE
TN0000770,Uncertain (No TTHM Data),FALSE,FALSE,,,
TN0000790,Uncertain (No TTHM Data),TRUE,FALSE,,,
TN0000791,Uncertain (No TTHM Data),FALSE,FALSE,12.75,4.525,FALSE
TN0000818,Uncertain (No TTHM Data),FALSE,FALSE,0,1.573333333,FALSE
TN0000820,Uncertain (No TTHM Data),FALSE,FALSE,5.45,0,FALSE
TN0000872,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
TX0010001,No Violation,FALSE,TRUE,104.3,5.3725,TRUE
TX0010015,No Violation,FALSE,FALSE,44.25,0,FALSE
TX0020001,No Violation,FALSE,FALSE,84,0,FALSE
TX0030004,No Violation,FALSE,FALSE,82.56,0,FALSE
TX0040002,No Violation,FALSE,TRUE,,,
TX0050003,No Violation,FALSE,TRUE,,,
TX0070003,No Violation,FALSE,FALSE,56.03333333,0,FALSE
TX0110013,No Violation,FALSE,FALSE,166.54,0.033666667,FALSE
TX0130001,No Violation,,TRUE,498,7.415,TRUE
TX0140002,No Violation,FALSE,FALSE,,,
TX0140004,No Violation,FALSE,FALSE,,,
TX0140005,No Violation,FALSE,TRUE,173,3.665,TRUE
TX0140006,No Violation,FALSE,TRUE,,,
TX0140023,No Violation,FALSE,TRUE,,,
TX0140107,No Violation,FALSE,TRUE,,,
TX0150009,No Violation,FALSE,FALSE,44.21428571,0,FALSE
TX0150018,No Violation,TRUE,FALSE,,,
TX0150039,No Violation,FALSE,FALSE,51.41666667,0,FALSE
TX0150040,No Violation,FALSE,FALSE,184.5375,0,FALSE
TX0150047,No Violation,FALSE,FALSE,47.69285714,0,FALSE
TX0150068,No Violation,FALSE,FALSE,82.375,0,FALSE
TX0150084,No Violation,FALSE,FALSE,,,
TX0150114,No Violation,FALSE,FALSE,52.3875,0,FALSE
TX0150116,No Violation,FALSE,FALSE,76.16666667,0,FALSE
TX0150138,No Violation,FALSE,FALSE,,,
TX0150178,No Violation,FALSE,FALSE,97.2,0,FALSE
TX0150190,No Violation,FALSE,FALSE,103.5,0,FALSE
TX0190003,No Violation,FALSE,TRUE,,,
TX0190004,No Violation,FALSE,TRUE,33.7,7.1825,FALSE
TX0200001,No Violation,FALSE,FALSE,115.6,0,FALSE
TX0200002,No Violation,FALSE,TRUE,,,
TX0200004,No Violation,,,,,
TX0200005,No Violation,,,,,
TX0200006,No Violation,,,,,
TX0200008,No Violation,FALSE,TRUE,,,
TX0200009,No Violation,TRUE,FALSE,500,0,FALSE
TX0200035,No Violation,FALSE,TRUE,,,
TX0200390,No Violation,FALSE,FALSE,55.75,0,FALSE
TX0200615,No Violation,FALSE,FALSE,76,0,FALSE
TX0210001,No Violation,FALSE,FALSE,134.5,0,FALSE
TX0210002,No Violation,FALSE,FALSE,101.75,0,FALSE
TX0210005,No Violation,FALSE,FALSE,214.5,0.295,FALSE
TX0210016,No Violation,FALSE,TRUE,169.125,8.5325,TRUE
TX0210017,No Violation,FALSE,FALSE,105.1,0,FALSE
TX0250002,No Violation,FALSE,TRUE,,,
TX0280001,No Violation,FALSE,TRUE,,,
TX0290002,Violation,,TRUE,,,
TX0290007,No Violation,FALSE,TRUE,,,
TX0310001,No Violation,FALSE,TRUE,448.625,3.95875,TRUE
TX0310002,No Violation,FALSE,TRUE,432.375,4.45375,TRUE
TX0310005,No Violation,FALSE,TRUE,685,4.555,TRUE
TX0310007,No Violation,FALSE,TRUE,391.5,7.95,TRUE
TX0310022,No Violation,FALSE,TRUE,,,
TX0310096,No Violation,FALSE,TRUE,632,4.815,TRUE
TX0320001,No Violation,FALSE,TRUE,,,
TX0320002,No Violation,FALSE,FALSE,139.4731707,0.319756098,FALSE
TX0370002,No Violation,FALSE,FALSE,77.06666667,4.296666667,FALSE
TX0370053,No Violation,FALSE,FALSE,72,1,FALSE
TX0430005,No Violation,FALSE,TRUE,,,
TX0430007,No Violation,FALSE,TRUE,,,
TX0430009,No Violation,FALSE,TRUE,,,
TX0430011,No Violation,,,,,
TX0430025,No Violation,FALSE,TRUE,,,
TX0430027,No Violation,FALSE,FALSE,,,
TX0430033,No Violation,FALSE,TRUE,,,
TX0430037,No Violation,FALSE,TRUE,,,
TX0430039,No Violation,FALSE,TRUE,,,
TX0430042,No Violation,FALSE,FALSE,,,
TX0440001,No Violation,FALSE,FALSE,145,0,FALSE
TX0460001,No Violation,FALSE,TRUE,77.425,1.9075,FALSE
TX0460019,No Violation,FALSE,FALSE,110.3333333,1.925,FALSE
TX0460027,No Violation,FALSE,FALSE,78,0,FALSE
TX0460172,No Violation,FALSE,FALSE,118.25,1.8425,FALSE
TX0460211,No Violation,FALSE,FALSE,86.75,0.325,FALSE
TX0460220,No Violation,FALSE,FALSE,72,0,FALSE
TX0490001,No Violation,FALSE,FALSE,56.2285,3.68925,FALSE
TX0490045,No Violation,FALSE,FALSE,47,0,FALSE
TX0500001,No Violation,FALSE,TRUE,,,
TX0560002,No Violation,FALSE,FALSE,117.25,0,FALSE
TX0570004,No Violation,FALSE,TRUE,97.24166667,4.690833333,FALSE
TX0570006,No Violation,,,,,
TX0570007,No Violation,FALSE,TRUE,,,
TX0570010,No Violation,FALSE,TRUE,,,
TX0570013,No Violation,FALSE,TRUE,,,
TX0570014,No Violation,FALSE,TRUE,,,
TX0570015,No Violation,FALSE,TRUE,,,
TX0570016,No Violation,,,,,
TX0570031,No Violation,,,,,
TX0570032,No Violation,FALSE,FALSE,,,
TX0570034,No Violation,FALSE,TRUE,,,
TX0570036,No Violation,FALSE,TRUE,,,
TX0570040,No Violation,FALSE,TRUE,,,
TX0570044,No Violation,FALSE,TRUE,,,
TX0570047,No Violation,FALSE,TRUE,,,
TX0570048,No Violation,FALSE,TRUE,,,
TX0570050,No Violation,FALSE,TRUE,,,
TX0570056,No Violation,FALSE,TRUE,,,
TX0570057,No Violation,FALSE,TRUE,,,
TX0570061,No Violation,FALSE,TRUE,,,
TX0570085,No Violation,,,,,
TX0570136,No Violation,FALSE,TRUE,,,
TX0590001,No Violation,,,195.0555556,0,FALSE
TX0610002,No Violation,FALSE,TRUE,83.9,4.41,FALSE
TX0610004,No Violation,FALSE,TRUE,94.675,4.3925,FALSE
TX0610005,No Violation,FALSE,FALSE,296.1666667,0,FALSE
TX0610023,No Violation,FALSE,TRUE,,,
TX0610029,No Violation,FALSE,TRUE,,,
TX0610035,No Violation,FALSE,TRUE,,,
TX0610036,No Violation,FALSE,TRUE,,,
TX0610065,No Violation,FALSE,TRUE,,,
TX0610080,No Violation,FALSE,TRUE,,,
TX0610081,No Violation,FALSE,TRUE,,,
